ID,math9,math9_score,math10,math10_score,eng9,eng9_score,eng10,eng10_score,hist9,hist9_score,bio9,bio_score,phys10,phys10_score,chem11,chem11_score
4240459,Algebra 1,83.154998779296875,Geometry,89.255001068115234,English 1,96.284999847412109,English 2,84.19000244140625,World Affairs,89.114997863769531,Biology 1,94.520000457763672,Physics 1,89.569999694824219,Chemistry 1,84.94000244140625
4240460,Algebra 1,77.430000305175781,Geometry,90.869998931884766,English 1 Hon,79.435001373291016,English 2 Hon,67.474998474121094,AP Human Geography,67.185001373291016,Biology 1 Hon,73.295001983642578,Physics 1 Hon,71.489997863769531,,
4240463,Algebra 1,64.979997634887695,Geometry (2 hr),57.465000152587891,English 1,95.340000152587891,English 2,78.795001983642578,World Affairs,72.485000610351563,Biology 1,90.494998931884766,Physics 1,75.659999847412109,Chemistry 1,46.860000610351563
4240464,Algebra 1,82.299999237060547,Geometry,90.510002136230469,English 1 Hon,90.854999542236328,English 2 Hon,92.415000915527344,AP Human Geography,92.034999847412109,Biology 1,90.68499755859375,Physics 1 Hon,78.074996948242188,Chemistry 1,86.379997253417969
4240466,Algebra 1,79.290000915527344,Geometry,79.005001068115234,English 1,92.189998626708984,English 2,87.165000915527344,World Affairs,85.220001220703125,Biology 1,88.595001220703125,Physics 1,94.265003204345703,Chemistry 1,88.685001373291016
4240468,Algebra 1,45.736666679382324,Geometry,29.710000038146973,English 1,33.470000267028809,English 1,48.373333136240639,World Affairs,12.439999580383301,Biology,75,,,,
4240468,Algebra 1,45.736666679382324,Geometry,29.710000038146973,English 1,33.470000267028809,English 1,48.373333136240639,World Affairs,12.439999580383301,Biology 1,12.479999542236328,,,,
4240468,Algebra 1,45.736666679382324,Geometry,29.710000038146973,English 1,33.470000267028809,English 1,48.373333136240639,World History,50,Biology,75,,,,
4240468,Algebra 1,45.736666679382324,Geometry,29.710000038146973,English 1,33.470000267028809,English 1,48.373333136240639,World History,50,Biology 1,12.479999542236328,,,,
4240470,Algebra 1,63.944997787475586,Geometry,84.510002136230469,English 1,62.145000457763672,English 2,65.505001068115234,World Affairs,57.165000915527344,Biology 1,75.939998626708984,Physics 1,76.225002288818359,,
4240473,Algebra 1,73.849998474121094,Geometry,81.575000762939453,English 1 Hon,77.715000152587891,English 2 Hon,52.670000076293945,AP Human Geography,60.474998474121094,Biology 1 Hon,78.229999542236328,Physics 1 Hon,63.910001754760742,Chemistry 1 Hon,85.780002593994141
4240474,Algebra 1,44.296666940053306,Geometry,60.870000839233398,English 1,61.723333358764648,English 2,64.725000381469727,World Affairs,59.710000991821289,Biology 1,49.857500076293945,Physics 1,69.404998779296875,,
4240477,Algebra 1,76.960000991821289,Geometry,90.694999694824219,English 1,89.049999237060547,English 2,75.539997100830078,World Affairs,87.615001678466797,Biology 1,91.334999084472656,Physics 1,85.280002593994141,Chemistry 1,67.280000686645508
4240478,Algebra 1,78.539997100830078,Geometry,89.385002136230469,English 1,100.14500045776367,English 2,95.970001220703125,World Affairs,88.969997406005859,Biology 1,96.645000457763672,Physics 1,87.104999542236328,Chemistry 1,88.025001525878906
4240479,Algebra 1,74.404998779296875,Geometry (2 hr),89.94000244140625,English 1,95.165000915527344,English 2,95.735000610351563,World Affairs,87.875,Biology 1,72.950000762939453,Physics 1,86.880001068115234,,
4240480,Algebra 1,71.114997863769531,Geometry (2 hr),72.020000457763672,English 1,87.615001678466797,English 2,71.974998474121094,World Affairs,85.590000152587891,Biology 1,76.725002288818359,Physics 1,67.589998245239258,Chemistry 1,55.649999618530273
4240481,Algebra 1,70.510002136230469,Geometry,88.424999237060547,English 1,92.520000457763672,English 2,93.459999084472656,World Affairs,83.465000152587891,Biology 1,86.029998779296875,Physics 1,85.659999847412109,Chemistry 1,78.75
4240482,Algebra 1,91.270000457763672,Geometry,90,English 1,89.979999542236328,English 2,73.170000076293945,World Affairs,89.489997863769531,Biology 1,94.174999237060547,Physics 1,85.870002746582031,Chemistry 1,75.299999237060547
4240483,Algebra 1,49.155000686645508,Geometry,66.245000839233398,English 1,80.514999389648438,English 2,90.015003204345703,World Affairs,81.204998016357422,Biology 1,63.584999084472656,Physics 1,71.330001831054688,,
4240485,Algebra 1,63.309999465942383,Geometry (2 hr),77.775001525878906,English 1 Hon,81.600002288818359,English 2 Hon,80.555000305175781,AP Human Geography,52.245000839233398,Biology 1 Hon,80.354999542236328,Physics 1 Hon,63.154998779296875,,
4240488,Algebra 1,83.040000915527344,Geometry,77.579998016357422,English 1,91.450000762939453,English 2,82.169998168945313,World Affairs,97.459999084472656,Biology 1,87.209999084472656,Physics 1,87.544998168945313,Chemistry 1,78.884998321533203
4240492,Algebra 1,76.380001068115234,Geometry,88.904998779296875,English 1,83.330001831054688,English 2,90.735000610351563,World Affairs,83.659999847412109,Biology 1,89.090000152587891,Physics 1,81.645000457763672,Chemistry 1,87.185001373291016
4240493,Algebra 1,49.613332112630211,Geometry (2 hr),72.265003204345703,English 1,73.564998626708984,English 2,35.424999713897705,World Affairs,63.879999160766602,Biology 1,42.837500095367432,Physics 1,61.739999771118164,,
4240496,Algebra 1,90.924999237060547,Geometry,91.745002746582031,English 1,97.294998168945313,English 2,90.75,World Affairs,95.989997863769531,Biology 1,92.290000915527344,Physics 1 Hon,81.819999694824219,Chemistry 1 Hon,89.025001525878906
4240496,Algebra 1,90.924999237060547,Geometry,91.745002746582031,English 1,97.294998168945313,English 2,90.75,World Affairs,95.989997863769531,Biology 1 Hon,92.349998474121094,Physics 1 Hon,81.819999694824219,Chemistry 1 Hon,89.025001525878906
4240500,Algebra 1,75.349998474121094,Geometry,69.569999694824219,English 1 Hon,87.244998931884766,English 2 Hon,84.244998931884766,AP Human Geography,73.349998474121094,Biology 1 Hon,80.569999694824219,Physics 1,80.909999847412109,,
4240502,Algebra 1,72.540000915527344,Geometry,64.569997787475586,English 1 Hon,73.380001068115234,English 2 Hon,72.889999389648438,World Affairs,85.279998779296875,Biology 1,74.444999694824219,Physics 1,79.244998931884766,,
4240504,Algebra 1,70.979999542236328,Geometry (2 hr),63.285001754760742,English 1,88.125,English 2,65.605001449584961,World Affairs,85.25,Biology 1,84.100002288818359,Physics 1,65.125,,
4240505,Algebra 1,67.070001602172852,Geometry (2 hr),62.829999923706055,English 1,89.680000305175781,English 2,41.114999771118164,World Affairs,87.659999847412109,Biology 1,75.505001068115234,Physics 1,70.549999237060547,,
4240508,Algebra 1,87.869998931884766,Geometry,87.255001068115234,English 1 Hon,94.904998779296875,English 2 Hon,92.459999084472656,AP Human Geography,83.659999847412109,Biology 1 Hon,93.345001220703125,Physics 1,89.75,Chemistry 1,78.719997406005859
4240508,Algebra 1,87.869998931884766,Geometry,87.255001068115234,English 1 Hon,94.904998779296875,English 2 Hon,92.459999084472656,AP Human Geography,83.659999847412109,Biology 1 Hon,93.345001220703125,Physics 1 Hon,65.569999694824219,Chemistry 1,78.719997406005859
4240509,Algebra 1,72.635002136230469,Geometry,68.56500244140625,English 1,86.845001220703125,English 2,84.075000762939453,World Affairs,74.209999084472656,Biology 1,79.510002136230469,Physics 1,81.955001831054688,Chemistry 1 Hon,74.489997863769531
4240511,Algebra 1,74.525001525878906,Geometry (2 hr),72.885002136230469,English 1,85.784999847412109,English 2,90.325000762939453,World Affairs,78.450000762939453,Biology 1,77.889999389648438,Physics 1,82.764999389648438,Chemistry 1,69.229999542236328
4240512,Algebra 1,75.424999237060547,Geometry (2 hr),72.899997711181641,English 1,81.975002288818359,English 2,77.639999389648438,World Affairs,80.655002593994141,Biology 1,79.354999542236328,Physics 1,74.520000457763672,,
4240514,Algebra 1,84.869998931884766,Geometry (2 hr),83.299999237060547,English 1,92.084999084472656,English 2,76.534999847412109,World Affairs,81.895000457763672,Biology 1,76.830001831054688,Physics 1,84.659999847412109,,
4240526,Algebra 1,92.340000152587891,Geometry,92.639999389648438,English 1 Hon,97.509998321533203,English 2 Hon,95.435001373291016,AP Human Geography,90.860000610351563,Biology 1 Hon,96.844997406005859,Physics 1 Hon,83.985000610351563,Chemistry 1 Hon,87.689998626708984
4240527,Algebra 1,84.299999237060547,Geometry,84.109996795654297,English 1 Hon,90.930000305175781,English 2 Hon,82.284999847412109,World Affairs,87.324996948242188,Biology 1 Hon,83.764999389648438,Physics 1,89.474998474121094,,
4240528,Algebra 1,63.105001449584961,Geometry,68.770000457763672,English 1,81.44000244140625,English 2,80.68499755859375,World Affairs,67.005001068115234,Biology 1,70.070001602172852,Physics 1,73.085002899169922,,
4240530,Algebra 1,49.402500152587891,Geometry (2 hr),81.790000915527344,English 1,72.165000915527344,English 2,30.104999542236328,World Affairs,60.776667277018227,Biology 1,70.350002288818359,Physics 1,66.254997253417969,,
4240534,Algebra 1,79.064998626708984,Geometry (2 hr),89.430000305175781,English 1,88.049999237060547,English 2,88.264999389648438,World Affairs,88.615001678466797,Biology 1,80.81500244140625,Physics 1,77.295001983642578,,
4240536,Algebra 1,71.735000610351563,Geometry (2 hr),68.395000457763672,English 1,85.715000152587891,English 2,67.239999771118164,World Affairs,70.225002288818359,Biology 1,63.314998626708984,Physics 1,72.490001678466797,Chemistry 1,60.139999389648438
4240538,Algebra 1,88.5,Geometry,77.525001525878906,English 1,91.305000305175781,English 2,87.319999694824219,World Affairs,87.819999694824219,Biology 1,95.185001373291016,Physics 1,86.189998626708984,Chemistry 1,84.824996948242188
4240539,Algebra 1,93.509998321533203,Geometry,87.119998931884766,English 1,101.61499786376953,English 2,97.659999847412109,World Affairs,97.525001525878906,Biology 1,94.630001068115234,Physics 1,88.819999694824219,Chemistry 1 Hon,66.009998321533203
4240540,Algebra 1,60.605001449584961,Geometry,65.994998931884766,English 1,48.392499923706055,English 2,47.610000610351563,World Affairs,60.723332722981773,Biology 1,67.145000457763672,Physics 1,51.444999694824219,,
4240541,Algebra 1,88.729999542236328,Geometry,92.744998931884766,English 1,107.38999938964844,English 2,97.800003051757813,World Affairs,91.450000762939453,Biology 1,98.799999237060547,Physics 1,92.994998931884766,Chemistry 1,90.029998779296875
4240542,Algebra 1,83.924999237060547,Geometry,78.119998931884766,English 1,92.155002593994141,English 2,90.784999847412109,World Affairs,84.720001220703125,Biology 1,75.005001068115234,Physics 1,96.275001525878906,Chemistry 1,84.974998474121094
4240546,Algebra 1,86.439998626708984,Geometry (2 hr),63.795001983642578,English 1,82.560001373291016,English 2,52.190000534057617,World Affairs,73.139999389648438,Biology 1,48.939998626708984,,,,
4240547,Algebra 1,50.780001640319824,,,English 1,94.060001373291016,English 2,54.500000953674316,World Affairs,73.094999313354492,Biology 1,86.649997711181641,,,,
4240550,Algebra 1,60.853333155314125,Geometry,83.994998931884766,English 1,60.909999211629234,English 2,71.840000152587891,World Affairs,56.436667124430336,Biology 1,59.753332773844399,Physics 1,76.040000915527344,,
4240552,Algebra 1,80.064998626708984,Geometry (2 hr),60.974998474121094,English 1,80.834999084472656,English 2,78.334999084472656,World Affairs,71.535003662109375,Biology 1,73.919998168945313,Physics 1,63.744998931884766,,
4240553,Algebra 1,72.5,Geometry (2 hr),68.735000610351563,English 1,81.130001068115234,English 2,79.939998626708984,World Affairs,73.579998016357422,Biology 1,84.870002746582031,Physics 1,76.06500244140625,,
4240554,Algebra 1,34.737499997019768,Geometry (2 hr),67.370000839233398,English 1,70.100000381469727,English 2,35.326666514078774,World Affairs,49.414999008178711,Biology 1,54.090002059936523,,,,
4240555,Algebra 1,70.209999084472656,Geometry,60.764999389648438,English 1,74.335002899169922,English 2,40.216666539510094,World Affairs,60.809999465942383,Biology 1,67.655002593994141,Physics 1,75.669998168945313,,
4240557,Algebra 1,86.30999755859375,Geometry,80.430000305175781,English 1,94.694999694824219,English 2,87.889999389648438,World Affairs,86.950000762939453,Biology 1,90.31500244140625,Physics 1,93.294998168945313,Chemistry 1,76.590000152587891
4240558,Algebra 1,92.534999847412109,Geometry,88.384998321533203,English 1 Hon,93.895000457763672,English 2 Hon,92.805000305175781,AP Human Geography,70.329999923706055,Biology 1 Hon,91.575000762939453,Physics 1 Hon,72.435001373291016,Chemistry 1 Hon,77.169998168945313
4240561,Algebra 1,47.344999313354492,,,English 1,76.465000152587891,English 2,66.136665344238281,World Affairs,65.344999313354492,Biology 1,59.854999542236328,,,,
4240564,Algebra 1,75.619998931884766,Geometry,78.844997406005859,English 1,99.180000305175781,English 2,88.569999694824219,World Affairs,83.485000610351563,Biology 1,84.370002746582031,Physics 1,91.020000457763672,,
4240568,Algebra 1,92.470001220703125,Geometry,93.099998474121094,English 1,102.06000137329102,English 2 Hon,89.200000762939453,World Affairs,94.200000762939453,Biology 1,95.790000915527344,Physics 1,92.125,Chemistry 1,89.659999847412109
4240569,Algebra 1,97.509998321533203,Geometry,90.564998626708984,English 1,108.5099983215332,English 2,99.325000762939453,World Affairs,94.994998931884766,Biology 1,98.834999084472656,Physics 1,94.255001068115234,Chemistry 1,86.534999847412109
4240571,Algebra 1,85.44000244140625,Geometry,81.040000915527344,English 1,93.505001068115234,English 2,93.720001220703125,World Affairs,95.959999084472656,Biology 1,93.205001831054688,Physics 1,87.215000152587891,,
4240574,Algebra 1,68.010002136230469,Geometry,71.075000762939453,English 1,91.415000915527344,English 2,71.700000762939453,World Affairs,68.740001678466797,Biology 1,78.334999084472656,Physics 1,73.639999389648438,,
4240575,Algebra 1,73.005001068115234,Geometry,83.740001678466797,English 1,83.990001678466797,English 2,80.754997253417969,World Affairs,86.185001373291016,Biology 1,80.590000152587891,Physics 1,77.224998474121094,,
4240577,Algebra 1,89.620002746582031,Geometry,93.409999847412109,English 1 Hon,89.399997711181641,English 2 Hon,79.69000244140625,AP Human Geography,76.679996490478516,Biology 1 Hon,87.664997100830078,Physics 1 Hon,72.164997100830078,Chemistry 1 Hon,66.165000915527344
4240579,Algebra 1,65.439998626708984,,,English 1,60.599998474121094,,,World Affairs,51.764998435974121,Biology 1,70.475002288818359,Physics,50,,
4240581,Algebra 1,72.080001831054688,Geometry (2 hr),86.93499755859375,English 1,80.730003356933594,English 2,73.150001525878906,World Affairs,68.349998474121094,Biology 1,76.305000305175781,Physics 1,75.889999389648438,Chemistry 1,74.569999694824219
4240582,Algebra 1,90.185001373291016,Geometry,84.860000610351563,English 1,93.294998168945313,English 2,90.694999694824219,World Affairs,96.979999542236328,Biology 1,92.520000457763672,Physics 1,96.220001220703125,,
4240583,Algebra 1,87.154998779296875,Geometry,91.450000762939453,English 1,91.244998931884766,English 2,89.205001831054688,World Affairs,90.715000152587891,Biology 1,81.955001831054688,Physics 1,92.735000610351563,Chemistry 1 Hon,79.979999542236328
4240584,Algebra 1,71.399999618530273,Geometry,64.875,English 1,82.404998779296875,English 2,73.424999237060547,World Affairs,76.990001678466797,Biology 1,80.75,Physics 1,67.344997406005859,,
4240590,Algebra 1,84.764999389648438,Geometry,82.305000305175781,English 1 Hon,96.200000762939453,English 2 Hon,82.395000457763672,World Affairs,93.194999694824219,Biology 1 Hon,88.270000457763672,Physics 1,79.830001831054688,Chemistry 1,80.619998931884766
4240590,Algebra 1,84.764999389648438,Geometry,82.305000305175781,English 1 Hon,96.200000762939453,English 2 Hon,82.395000457763672,World Affairs,93.194999694824219,Biology 1 Hon,88.270000457763672,Physics 1 Hon,75.470001220703125,Chemistry 1,80.619998931884766
4240593,Algebra 1,69.75,Geometry,84.204998016357422,English 1,89.465000152587891,English 2,94.850002288818359,World Affairs,83.784999847412109,Biology 1,72.360000610351563,Physics 1,85.275001525878906,,
4240596,Algebra 1,75.779998779296875,Geometry,80.119998931884766,English 1,89.119998931884766,English 2,72.869998931884766,World Affairs,78.344997406005859,Biology 1,83.314998626708984,Physics 1,80.555000305175781,,
4240598,Algebra 1,70.534999847412109,Geometry,68.819999694824219,English 1 Hon,78.889999389648438,English 2 Hon,94.314998626708984,AP Human Geography,68.705001831054688,Biology 1 Hon,81.134998321533203,Physics 1 Hon,65.819999694824219,Chemistry 1,70.139999389648438
4240599,Algebra 1,96.354999542236328,Geometry,94.284999847412109,English 1,106.64500045776367,English 2,94.810001373291016,World Affairs,95.704998016357422,Biology 1,95.380001068115234,Physics 1,96.80999755859375,Chemistry 1,95.705001831054688
4240601,Algebra 1,90.424999237060547,Geometry,92.465000152587891,English 1,101.63500213623047,English 2,92.715000152587891,World Affairs,89.705001831054688,Biology 1,95.544998168945313,Physics 1,93.400001525878906,Chemistry 1,75.375
4240604,Algebra 1,26.259999617934227,,,English 1 Hon,29.930000457912683,English 1,65,World Affairs,45.255000114440918,Biology 1 Hon,39.060000419616699,,,,
4240608,Algebra 1,75.284999847412109,Geometry (2 hr),84.989997863769531,English 1,98.540000915527344,English 2,94.994998931884766,World Affairs,81.115001678466797,Biology 1,85.25,Physics 1,84.764999389648438,,
4240610,Algebra 1,90.854999542236328,Geometry (2 hr),75.375,English 1,88.685001373291016,English 2,67.039999008178711,World Affairs,82.470001220703125,Biology 1,85.515003204345703,Physics 1,75.625,,
4240611,Algebra 1,19.080000400543213,,,English 1,3.875,English 1,65,World Affairs,55.209999084472656,Biology 1,42.794999122619629,,,,
4240611,Algebra 1,19.080000400543213,,,English 1,3.875,English 2,59.990001678466797,World Affairs,55.209999084472656,Biology 1,42.794999122619629,,,,
4240618,Algebra 1,83.944999694824219,Geometry,91.599998474121094,English 1,89.710002899169922,English 2,87.694999694824219,World Affairs,94.084999084472656,Biology 1,91.520000457763672,Physics 1,91.985000610351563,Chemistry 1,83.360000610351563
4240619,Algebra 1,65.456667582194015,Geometry,66.869998931884766,English 1,53.546666463216148,English 2,71.450000762939453,World Affairs,70.694999694824219,Biology 1,72.299999237060547,Physics 1,68.020000457763672,,
4240620,Algebra 1,84.900001525878906,Geometry,90.729999542236328,English 1 Hon,91.330001831054688,English 2 Hon,90.395000457763672,AP Human Geography,81.279998779296875,Biology 1 Hon,91.945003509521484,Physics 1 Hon,78.69000244140625,Chemistry 1 Hon,66.430000305175781
4240622,Algebra 1,90.345001220703125,Geometry,92.950000762939453,English 1 Hon,93.290000915527344,English 2 Hon,93.865001678466797,AP Human Geography,89.550003051757813,Biology 1 Hon,93.049999237060547,Physics 1,94.760002136230469,,
4240622,Algebra 1,90.345001220703125,Geometry,92.950000762939453,English 1 Hon,93.290000915527344,English 2 Hon,93.865001678466797,AP Human Geography,89.550003051757813,Biology 1 Hon,93.049999237060547,Physics 1 Hon,84.370002746582031,,
4240622,Algebra 1,90.345001220703125,Geometry,92.950000762939453,English 1 Hon,93.290000915527344,English 2 Hon,93.865001678466797,World Affairs,94.360000610351563,Biology 1 Hon,93.049999237060547,Physics 1,94.760002136230469,,
4240622,Algebra 1,90.345001220703125,Geometry,92.950000762939453,English 1 Hon,93.290000915527344,English 2 Hon,93.865001678466797,World Affairs,94.360000610351563,Biology 1 Hon,93.049999237060547,Physics 1 Hon,84.370002746582031,,
4240623,Algebra 1,65.879999160766602,Geometry (2 hr),44.82499885559082,English 1,68.844997406005859,English 2,41.616666475931801,World Affairs,72.455001831054688,Biology 1,48.274999618530273,,,,
4240623,Algebra 1,65.879999160766602,Geometry (Double),65,English 1,68.844997406005859,English 2,41.616666475931801,World Affairs,72.455001831054688,Biology 1,48.274999618530273,,,,
4240624,Algebra 1,0,,,English 1,17.485000431537628,English 1,65,World Affairs,33.229999542236328,Biology 1,12.825000047683716,,,,
4240625,Algebra 1,75.764999389648438,Geometry,58.924999237060547,English 1,83.115001678466797,English 2,92.345001220703125,World Affairs,81.889999389648438,Biology 1,76.055000305175781,Physics 1,75.075000762939453,Chemistry 1,67.884998321533203
4240628,Algebra 1,84.569999694824219,Geometry,93.384998321533203,English 1,87.095001220703125,English 2,89.209999084472656,World Affairs,86.010002136230469,Biology 1,87.055000305175781,Physics 1,88.504997253417969,,
4240630,Algebra 1,20.36500072479248,,,English 1,67.06500244140625,English 2,64.569999694824219,World Affairs,30.730000019073486,Biology 1,23.834999799728394,,,,
4240631,Algebra 1,70.255001068115234,Geometry,65.145000457763672,English 1,87.395000457763672,English 2,80.935001373291016,World Affairs,90.264999389648438,Biology 1 Hon,82.195003509521484,Physics 1,73.260002136230469,Chemistry 1,67.904998779296875
4240631,Algebra 1,70.255001068115234,Geometry,65.145000457763672,English 1,87.395000457763672,English 2,80.935001373291016,World Affairs,90.264999389648438,Biology 1 Hon,82.195003509521484,Physics 1 Hon,65,Chemistry 1,67.904998779296875
4240632,Algebra 1,78.850002288818359,Geometry,79.945003509521484,English 1 Hon,91.164997100830078,English 2 Hon,83.520000457763672,AP Human Geography,69.049999237060547,Biology 1 Hon,89.324996948242188,Physics 1,77.489997863769531,Chemistry 1 Hon,72.944999694824219
4240632,Algebra 1,78.850002288818359,Geometry,79.945003509521484,English 1 Hon,91.164997100830078,English 2 Hon,83.520000457763672,AP Human Geography,69.049999237060547,Biology 1 Hon,89.324996948242188,Physics 1 Hon,68.139999389648438,Chemistry 1 Hon,72.944999694824219
4240633,Algebra 1,61.725000381469727,Geometry (2 hr),82.619998931884766,English 1,61.454999923706055,English 2,55.75,World Affairs,62.5,Biology 1,62.904998779296875,Physics 1,67.580001831054688,,
4240634,Algebra 1,71.530000686645508,Geometry (2 hr),48.280000686645508,English 1,79.840000152587891,English 2,67.414997100830078,World Affairs,87.790000915527344,Biology 1,85.389999389648438,Physics,65,,
4240634,Algebra 1,71.530000686645508,Geometry (2 hr),48.280000686645508,English 1,79.840000152587891,English 2,67.414997100830078,World Affairs,87.790000915527344,Biology 1,85.389999389648438,Physics 1,37.335001373663545,,
4240634,Algebra 1,71.530000686645508,Geometry (Double),65,English 1,79.840000152587891,English 2,67.414997100830078,World Affairs,87.790000915527344,Biology 1,85.389999389648438,Physics,65,,
4240634,Algebra 1,71.530000686645508,Geometry (Double),65,English 1,79.840000152587891,English 2,67.414997100830078,World Affairs,87.790000915527344,Biology 1,85.389999389648438,Physics 1,37.335001373663545,,
4240637,Algebra 1,87.549999237060547,Geometry,81.200000762939453,English 1,94.389999389648438,English 2,87.284999847412109,World Affairs,83.759998321533203,Biology 1,87.229999542236328,Physics 1,84.235000610351563,,
4240640,Algebra 1,89.779998779296875,Geometry,93.805000305175781,English 1 Hon,92.290000915527344,English 2 Hon,90.354999542236328,AP Human Geography,70.090000152587891,Biology 1 Hon,89.369998931884766,Physics 1,90.759998321533203,Chemistry 1,91.924999237060547
4240644,Algebra 1,80.43499755859375,Geometry,76.585002899169922,English 1,90.965000152587891,English 2,78.314998626708984,World Affairs,85.150001525878906,Biology 1,81.494998931884766,Physics 1,69.345001220703125,,
4240645,Algebra 1,75.554996490478516,Geometry,81.654998779296875,English 1,85.845001220703125,English 2,78.104999542236328,World Affairs,78.735000610351563,Biology 1,91.159999847412109,Physics 1,84.284999847412109,Chemistry 1,72.835002899169922
4240648,Algebra 1,68.685001373291016,Geometry,66.045001983642578,English 1,90.229999542236328,English 2,86.805000305175781,World Affairs,77.040000915527344,Biology 1,72.989997863769531,Physics 1,86.689998626708984,Chemistry 1,68.835000991821289
4240650,Algebra 1,73.435001373291016,Geometry (2 hr),59.279998779296875,English 1,91.270000457763672,English 2,65.123332977294922,World Affairs,69.799999237060547,Biology 1,87.669998168945313,Physics,65,,
4240650,Algebra 1,73.435001373291016,Geometry (2 hr),59.279998779296875,English 1,91.270000457763672,English 2,65.123332977294922,World Affairs,69.799999237060547,Biology 1,87.669998168945313,Physics 1,55.579999923706055,,
4240650,Algebra 1,73.435001373291016,Geometry (Double),65,English 1,91.270000457763672,English 2,65.123332977294922,World Affairs,69.799999237060547,Biology 1,87.669998168945313,Physics,65,,
4240650,Algebra 1,73.435001373291016,Geometry (Double),65,English 1,91.270000457763672,English 2,65.123332977294922,World Affairs,69.799999237060547,Biology 1,87.669998168945313,Physics 1,55.579999923706055,,
4240655,Algebra 1,62.099998474121094,Geometry (2 hr),91.740001678466797,English 1,40.860000014305115,English 2,43.856666564941406,World Affairs,50.343332926432289,Biology 1,68.514999389648438,Physics 1,89.505001068115234,,
4240659,Algebra 1,78.30999755859375,Geometry (2 hr),81.479999542236328,English 1,97.280002593994141,English 2,85.125,World Affairs,88.104999542236328,Biology 1,80.084999084472656,Physics 1,77.994998931884766,Chemistry 1,68.724998474121094
4240663,Algebra 1,78.514999389648438,Geometry,82.420001983642578,English 1 Hon,94.224998474121094,English 2 Hon,93.694999694824219,AP Human Geography,79.209999084472656,Biology 1 Hon,87.294998168945313,Physics 1,90.920001983642578,,
4240664,Algebra 1,64.220001220703125,Geometry,77.399997711181641,English 1,66.414997100830078,English 2,53.215000152587891,World Affairs,61.644998550415039,Biology 1,69.030000686645508,Physics 1,76.444999694824219,,
4240665,Algebra 1,67.94999885559082,Geometry,66.629999160766602,English 1,91.869998931884766,English 2,75.555000305175781,World Affairs,77.415000915527344,Biology 1,58.389999389648438,Physics 1,73.93499755859375,,
4240666,Algebra 1,81.860000610351563,Geometry (2 hr),92.895000457763672,English 1,85.770000457763672,English 2,80.659999847412109,World Affairs,76.369998931884766,Biology 1,86.395000457763672,Physics 1,83.875,,
4240670,Algebra 1,85.965000152587891,Geometry,74.900001525878906,English 1,89.505001068115234,English 2,86.625,World Affairs,78.264999389648438,Biology 1,80.554996490478516,Physics 1,74.814998626708984,Chemistry 1,67.529998779296875
4240671,Algebra 1,32.434999465942383,,,English 1,22.930000305175781,English 1,70,World Affairs,26.460000038146973,Biology 1,35.079999446868896,,,,
4240683,Algebra 1,84.724998474121094,Geometry,92.034999847412109,English 1 Hon,91.794998168945313,English 2 Hon,97.25,AP Human Geography,83.744998931884766,Biology 1 Hon,88.844997406005859,Physics 1 Hon,76.875,Chemistry 1 Hon,82.069999694824219
4240692,Algebra 1,83.150001525878906,Geometry,83.310001373291016,English 1 Hon,69.385002136230469,English 2 Hon,74.834999084472656,AP Human Geography,73.689998626708984,Biology 1 Hon,79.465000152587891,Physics 1 Hon,64.870000839233398,Chemistry 1,79.560001373291016
4240693,Algebra 1,88.715000152587891,Geometry,88.134998321533203,English 1,100.43499755859375,English 2,91.599998474121094,World Affairs,97.080001831054688,Biology 1,95.970001220703125,Physics 1,91.270000457763672,Chemistry 1,88.639999389648438
4240694,Algebra 1,82.180000305175781,Geometry,87.354999542236328,English 1,102.29000091552734,English 2,95.284999847412109,World Affairs,87.510002136230469,Biology 1,94.384998321533203,Physics 1,89.305000305175781,,
4240700,Algebra 1,32.234999299049377,,,English 1,74.150001525878906,English 2,73.954998016357422,World Affairs,59.899999618530273,Biology 1,69.575000762939453,Physics 1,75.145000457763672,,
4240708,Algebra 1,50.026667594909668,Geometry,74.545001983642578,English 1,74.784999847412109,English 2,67.350000381469727,World Affairs,69.299999237060547,Biology 1,83.460002899169922,Physics 1,75.635002136230469,,
4240712,Algebra 1,97.284999847412109,Geometry,93.395000457763672,English 1,101.2599983215332,English 2,92.895000457763672,World Affairs,88.924999237060547,Biology 1,96.025001525878906,Physics 1,91.219997406005859,,
4240713,Algebra 1,81.119998931884766,Geometry,65.659999847412109,English 1,79.574996948242188,English 2,73.084999084472656,World Affairs,84.424999237060547,Biology 1,72.174999237060547,Physics 1,73.165000915527344,Chemistry 1,66.120000839233398
4240715,Algebra 1,74.009998321533203,Geometry,71.149997711181641,English 1,86.849998474121094,English 2,78.884998321533203,World Affairs,74.060001373291016,Biology 1,73.364997863769531,Physics 1,81.299999237060547,Chemistry 1,76.534999847412109
4240717,Algebra 1,62.805000305175781,Geometry,81.919998168945313,English 1 Hon,85.884998321533203,English 2 Hon,78.454998016357422,AP Human Geography,59.529998779296875,Biology 1 Hon,80.615001678466797,Physics 1,86,Chemistry 1,
4240717,Algebra 1,62.805000305175781,Geometry,81.919998168945313,English 1 Hon,85.884998321533203,English 2 Hon,78.454998016357422,AP Human Geography,59.529998779296875,Biology 1 Hon,80.615001678466797,Physics 1 Hon,56.939998626708984,Chemistry 1,
