ID,math9,math9_score,math10,math10_score,eng9,eng9_score,eng10,eng10_score,hist9,hist9_score,bio9,bio_score,phys10,phys10_score,chem11,chem11_score
2240536,Algebra 1,18.560000419616699,,,English 1,38.194998979568481,English 2,75,World Affairs,68.720001220703125,Biology 1,64.474998474121094,,,,
2240538,Algebra 1,55.210000991821289,Geometry,78.299999237060547,English 1,33.404999494552612,English 1,65,World Affairs,63.950000762939453,Biology 1,75.519996643066406,,,,
2240541,Algebra 1,69.340000152587891,Geometry,82.290000915527344,English 1,91.924999237060547,English 2,90.504997253417969,World Affairs,86.245002746582031,Biology 1,91.099998474121094,Physics 1,81.270000457763672,,
2240542,Algebra 1,71.369998931884766,Geometry,91.045001983642578,English 1,98.854999542236328,English 2,97.110000610351563,World Affairs,85.830001831054688,Biology 1,96.539997100830078,Physics 1,88.544998168945313,,
2240543,Algebra 1,82.949996948242188,Geometry (2 hr),84.849998474121094,English 1,98.034999847412109,English 2,100.07499694824219,World Affairs,90.25,Biology 1,95.700000762939453,Physics 1,82.950000762939453,,
2240545,Algebra 1,59.879999796549477,Geometry,89.530002593994141,English 1,50.956667820612587,English 2,85.834999084472656,World Affairs,57.166667302449547,Biology 1 Bi,65,Physics 1,68.73499870300293,,
2240545,Algebra 1,59.879999796549477,Geometry,89.530002593994141,English 1,50.956667820612587,English 2,85.834999084472656,World Affairs,57.166667302449547,Biology 1 Hon,38.584999084472656,Physics 1,68.73499870300293,,
2240546,Algebra 1,77.324996948242188,Geometry (2 hr),83.5,English 1,84.800003051757813,English 2,98.130001068115234,World Affairs,94.674999237060547,Biology 1,97.830001831054688,Physics 1,86.005001068115234,Chemistry 1,74.080001831054688
2240546,Algebra 1,77.324996948242188,Geometry (2 hr),83.5,English 1,84.800003051757813,English 2,98.130001068115234,World Affairs,94.674999237060547,Biology 1 Hon,80,Physics 1,86.005001068115234,Chemistry 1,74.080001831054688
2240550,Algebra 1,55.106666564941406,Geometry (2 hr),64.224998474121094,English 1,68.479997634887695,English 2,76.395000457763672,World Affairs,77.330001831054688,Biology 1,73.955001831054688,Physics 1,79.194999694824219,,
2240552,Algebra 1,89.260002136230469,Geometry,78.919998168945313,English 1,93.584999084472656,English 2,91.915000915527344,World Affairs,92.340000152587891,Biology 1,100.26000213623047,Physics 1,89.210002899169922,,
2240554,Algebra 1,83.784999847412109,Geometry (2 hr),76.775001525878906,English 1,33.200000762939453,English 1,65,World Affairs,59.854999542236328,Biology 1,50.355000019073486,Physics 1,61.299999237060547,,
2240555,Algebra 1,61.339998245239258,Geometry (2 hr),50.189998626708984,English 1,66.665000915527344,English 2,61.369998931884766,World Affairs,75.264999389648438,Biology 1,77.735000610351563,Physics 1,62.020000457763672,,
2240555,Algebra 1,61.339998245239258,Geometry 2HR CR Grading,65,English 1,66.665000915527344,English 2,61.369998931884766,World Affairs,75.264999389648438,Biology 1,77.735000610351563,Physics 1,62.020000457763672,,
2240556,Algebra 1,91.084999084472656,Geometry,82.425003051757813,English 1,89.639999389648438,English 2,95.454998016357422,World Affairs,95.604999542236328,Biology 1,97.044998168945313,Physics 1 Hon,76.270000457763672,Chemistry 1 Hon,84.169998168945313
2240561,Algebra 1,36.539999961853027,,,English 1,0.49499998986721039,,,World Affairs,53.734999656677246,Biology 1,28.034999847412109,,,,
2240562,Algebra 1,92.255001068115234,Geometry,86.125,English 1,80.145000457763672,English 2,91.169998168945313,World Affairs,89.255001068115234,Biology 1,98.724998474121094,Physics 1,75.689998626708984,,
2240563,Algebra 1,70.925003051757813,Geometry,67.880001068115234,English 1,59.735000610351563,English 2,86.94000244140625,World Affairs,72.400001525878906,Biology 1,84.404998779296875,Physics 1,80.635002136230469,,
2240564,Algebra 1,74.325000762939453,Geometry,81.995002746582031,English 1,79.200000762939453,English 2,78.715000152587891,World Affairs,86.700000762939453,Biology 1,96.694999694824219,Physics 1,75.420001983642578,,
2240571,Algebra 1,33.209999993443489,Geometry (2 hr),73.5,English 1,78.844997406005859,English 2,63.029998779296875,World Affairs,75.5,Biology 1,49.983333269755043,Physics 1,70.324996948242188,Chemistry 1,17.874999821186066
2240572,Algebra 1,59.629999160766602,Geometry,1.3500000238418579,English 1 Hon,71.279998779296875,English 2,48.860000610351563,AP Human Geography,19.149999618530273,Biology 1 Hon,85.899997711181641,Physics 1 Hon,26.520000457763672,,
2240572,Algebra 1,59.629999160766602,Geometry,1.3500000238418579,English 1 Hon,71.279998779296875,English 2,48.860000610351563,World Affairs,74.770000457763672,Biology 1 Hon,85.899997711181641,Physics 1 Hon,26.520000457763672,,
2240573,Algebra 1,52.965000152587891,Geometry (2 hr),36.675000190734863,English 1,33.427500024437904,English 2,75.80000114440918,World Affairs,45.607500076293945,Biology 1,56.336667378743492,Physics 1,42.233332951863609,,
2240573,Algebra 1,52.965000152587891,Geometry 2HR CR Grading,50,English 1,33.427500024437904,English 2,75.80000114440918,World Affairs,45.607500076293945,Biology 1,56.336667378743492,Physics 1,42.233332951863609,,
2240576,Algebra 1,85.520000457763672,Geometry (2 hr),75.674999237060547,English 1,87.770000457763672,English 2,89.365001678466797,World Affairs,74.960002899169922,Biology 1,84.494998931884766,Physics 1,71.385002136230469,,
2240577,Algebra 1,94.634998321533203,Geometry,75.805000305175781,English 1,95.990001678466797,English 2,88.829998016357422,World Affairs,81.159999847412109,Biology 1,92.534999847412109,Physics 1,75,,
2240578,Algebra 1,76.674999237060547,Geometry,85.134998321533203,English 1,90.104999542236328,English 2 Hon,82.109996795654297,World Affairs,83.845001220703125,Biology 1,97.305000305175781,Physics 1,85,,
2240579,Algebra 1,65.135000228881836,Geometry (2 hr),49.635001182556152,English 1,48.245000839233398,English 1,65,World Affairs,69.800003051757813,Biology 1,64.885002136230469,Physics 1,25.280000050862629,,
2240581,Algebra 1,69.064998626708984,Geometry,78.840000152587891,English 1,78.659999847412109,English 2,80.630001068115234,World Affairs,76.810001373291016,Biology 1,85.740001678466797,Physics 1,71.459999084472656,Chemistry 1,47.930000305175781
2240582,Algebra 1,78.870002746582031,Geometry,83.914997100830078,English 1,69.474998474121094,English 2,69.865001678466797,World Affairs,73.180000305175781,Biology 1,83.314998626708984,Physics 1,70.044998168945313,,
2240586,Algebra 1,94.865001678466797,Geometry Hon,95.849998474121094,English 1,88.034999847412109,English 2,100.26499938964844,World Affairs,95.739997863769531,Biology 1,90.765003204345703,Physics 1,94.504997253417969,,
2240591,Algebra 1,94.284999847412109,Geometry,98.174999237060547,English 1,89.604999542236328,English 2,97.634998321533203,World Affairs,95.009998321533203,Biology 1,95.770000457763672,Physics 1,93.960002899169922,,
2240592,Algebra 1,69.310001373291016,Geometry,65.264999389648438,English 1 Hon,73.934999465942383,English 2 Hon,69.359996795654297,World Affairs,70.039997100830078,Biology 1,80.849998474121094,Physics 1,74.594997406005859,Chemistry 1,48.450000762939453
2240596,Algebra 1,51.415000915527344,Geometry (2 hr),92.949996948242188,English 1,79.580001831054688,English 2,76.520000457763672,World Affairs,71.669998168945313,Biology 1,83.909999847412109,Physics 1,74.544998168945313,,
2240597,Algebra 1,52.060000419616699,Geometry,47.385000228881836,English 1,43.516666094462074,English 2,33.570000410079956,World Affairs,60.689999898274742,Biology 1,72.56500244140625,Physics 1,53.774999618530273,,
2240598,Algebra 1,65.615001678466797,Geometry,81.590000152587891,English 1 Hon,85.289997100830078,English 2 Hon,95.229999542236328,World Affairs,87.005001068115234,Biology 1,92.424999237060547,Physics 1,95.704998016357422,Chemistry 1,88.560001373291016
2240599,Algebra 1,71.385000228881836,Geometry,80.325000762939453,English 1 Hon,48.354999542236328,English 2 CR Grading,65,AP Human Geography,56.545000076293945,Biology 1 Hon,45.172499656677246,Physics 1,57.299999872843422,,
2240599,Algebra 1,71.385000228881836,Geometry,80.325000762939453,English 1 Hon,48.354999542236328,English 2 Hon,41.380001068115234,AP Human Geography,56.545000076293945,Biology 1 Hon,45.172499656677246,Physics 1,57.299999872843422,,
2240600,Algebra 1,58.75,Geometry,74.950000762939453,English 1,63.755001068115234,English 1,65,World Affairs,64.545000076293945,Biology 1,75.880001068115234,,,,
2240600,Algebra 1,58.75,Geometry,74.950000762939453,English 1,63.755001068115234,English 2,59.114999771118164,World Affairs,64.545000076293945,Biology 1,75.880001068115234,,,,
2240601,Algebra 1,85.454998016357422,Geometry,57.519998550415039,English 1,84.849998474121094,English 2,89.805000305175781,World Affairs,87.579998016357422,Biology 1,97.009998321533203,Physics 1,63.090000152587891,,
2240602,Algebra 1,68.095001220703125,Geometry (2 hr),69.525001525878906,English 1,81.584999084472656,English 2,70.560001373291016,World Affairs,88.875,Biology 1,92.494998931884766,Physics 1,80.145000457763672,,
2240603,Algebra 1,61.670001983642578,Geometry,74.244998931884766,English 1,81.415000915527344,English 2,85.354999542236328,World Affairs,82.850002288818359,Biology 1,84.100002288818359,Physics 1,70.209999084472656,,
2240605,Algebra 1,61.17500114440918,Geometry,76.640003204345703,English 1 Hon,83.235000610351563,English 2 Hon,81.450000762939453,World Affairs,88.165000915527344,Biology 1 Hon,70,Physics 1,70.934999465942383,,
2240606,Algebra 1,83.415000915527344,Geometry (2 hr),94.409999847412109,English 1,68.485000610351563,English 2,80.119998931884766,World Affairs,72.025001525878906,Biology 1,71.68499755859375,Physics 1,77.444999694824219,,
2240607,Algebra 1,85.25,Geometry,93.740001678466797,English 1,96.455001831054688,English 2,91.239997863769531,World Affairs,94.899997711181641,Biology 1,97.810001373291016,Physics 1,87.540000915527344,Chemistry 1,87.715000152587891
2240609,Algebra 1,74.235000610351563,Geometry (2 hr),58.584999084472656,English 1,77.020000457763672,English 2,86.215000152587891,World Affairs,67.989997863769531,Biology 1,79.830001831054688,Physics 1,68.344997406005859,,
2240613,Algebra 1,73.979999542236328,Geometry,72.354999542236328,English 1,82.369998931884766,English 2,48.069999694824219,World Affairs,90.645000457763672,Biology 1,83.799999237060547,Physics 1,73.064998626708984,,
2240613,Algebra 1,73.979999542236328,Geometry,72.354999542236328,English 1,82.369998931884766,English 2 CR Grading,65,World Affairs,90.645000457763672,Biology 1,83.799999237060547,Physics 1,73.064998626708984,,
2240614,Algebra 1,33.829999923706055,,,English 1,53.674999237060547,English 2,92.155002593994141,World Affairs,59.630001068115234,Biology 1,23.680000841617584,,,,
2240615,Algebra 1,85.779998779296875,Geometry,96.180000305175781,English 1 Hon,86.180000305175781,English 2 Hon,96.114997863769531,AP Human Geography,89.494998931884766,Biology 1 Hon,94.18499755859375,Physics 1 Hon,91.969997406005859,,
2240617,Algebra 1,48.920000076293945,Geometry,46.174999237060547,English 1,37.004999160766602,English 1,65,World Affairs,71.674999237060547,Biology 1,70,Physics 1,48.290000915527344,,
2240618,Algebra 1,18.015000343322754,,,English 1,5.815000057220459,,,World Affairs,39.642500228714198,Biology 1,53.35999870300293,,,,
2240619,Algebra 1,62.184999465942383,Geometry (2 hr),58.084999084472656,English 1,82.025001525878906,English 2,58.339998245239258,World Affairs,77.279998779296875,Biology 1,70.729999542236328,Physics 1,65,,
2240619,Algebra 1,62.184999465942383,Geometry 2HR CR Grading,65,English 1,82.025001525878906,English 2,58.339998245239258,World Affairs,77.279998779296875,Biology 1,70.729999542236328,Physics 1,65,,
2240621,Algebra 1,54.930000305175781,Geometry,80.075000762939453,English 1,73.224998474121094,English 2,65.929998397827148,World Affairs,77.390003204345703,Biology 1,87.534999847412109,Physics 1,66.354999542236328,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1,23,English 1 In,78.319999694824219,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1,23,English 1 In,78.319999694824219,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1,23,English 2 IN,65,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1,23,English 2 IN,65,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1 In,77.239997863769531,English 1 In,78.319999694824219,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1 In,77.239997863769531,English 1 In,78.319999694824219,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1 In,77.239997863769531,English 2 IN,65,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry,59.630001068115234,English 1 In,77.239997863769531,English 2 IN,65,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1,23,English 1 In,78.319999694824219,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1,23,English 1 In,78.319999694824219,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1,23,English 2 IN,65,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1,23,English 2 IN,65,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1 In,77.239997863769531,English 1 In,78.319999694824219,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1 In,77.239997863769531,English 1 In,78.319999694824219,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1 In,77.239997863769531,English 2 IN,65,World Affairs,56.049999237060547,Biology 1,53.975000381469727,,,,
2240622,Algebra 1,57.149999618530273,Geometry In,74.629997253417969,English 1 In,77.239997863769531,English 2 IN,65,World Affairs In,74.879997253417969,Biology 1,53.975000381469727,,,,
2240623,Algebra 1,59.880001068115234,Geometry (2 hr),60.094999313354492,English 1,73.599998474121094,English 2,93.590000152587891,World Affairs,85.784999847412109,Biology 1,70,Physics 1,76.220001220703125,,
2240626,Algebra 1,76.715000152587891,Geometry,73.924999237060547,English 1,64.089998245239258,English 2,86.784999847412109,World Affairs,58.090000152587891,Biology 1,67.770000457763672,Physics 1,69.375,,
2240627,Algebra 1,75.635002136230469,Geometry (2 hr),82.024997711181641,English 1,68.735000610351563,English 2,70.05999755859375,World Affairs,82.954998016357422,Biology 1,69.579998016357422,Physics 1,74.625,,
2240630,Algebra 1,70.325000762939453,Geometry,62.179998397827148,English 1,77.514999389648438,English 2,88.450000762939453,World Affairs,97.264999389648438,Biology 1,97.389999389648438,Physics 1,71.650001525878906,,
2240631,Algebra 1,71.920001983642578,Geometry,82.274997711181641,English 1,82.825000762939453,English 2,69.770000457763672,World Affairs,83.025001525878906,Biology 1,81.840000152587891,Physics 1,85.110000610351563,,
2240632,Algebra 1,70.270000457763672,Geometry (2 hr),74.055000305175781,English 1,79.485000610351563,English 2,88.854999542236328,World Affairs,66.82499885559082,Biology 1,75.114997863769531,Physics 1,73.994998931884766,,
2240633,Algebra 1,86.925003051757813,Geometry,87.080001831054688,English 1 Hon,73.340000152587891,English 2 Hon,85.239997863769531,AP Human Geography,61.920000076293945,Biology 1 Hon,70,Physics 1 Hon,74.114997863769531,,
2240637,Algebra 1,2.4250001013278961,,,English 1,9.3299996852874756,English 1,65,World Affairs,35.252499967813492,Biology 1,1.8250000476837158,,,,
2240638,Algebra 1,67.31500244140625,Geometry,89.630001068115234,English 1 Hon,84.409999847412109,English 2 Hon,90.479999542236328,AP Human Geography,70.48499870300293,Biology 1 Hon,80,Physics 1 Hon,74.450000762939453,Chemistry 1 Hon,79.084999084472656
2240639,Algebra 1,43.462499856948853,Geometry (2 hr),65.194999694824219,English 1,46.363333304723106,English 2,75.25,World Affairs,50.696666717529297,Biology 1,37.755000114440918,Physics 1,61.529998779296875,,
2240643,Algebra 1,35.060000419616699,,,English 1,46.085000991821289,English 1,65,World Affairs,32.715000152587891,Biology 1,44.949999809265137,,,,
2240645,Algebra 1,61.635000228881836,Geometry,65.214998245239258,English 1,63.989999771118164,English 2,85.560001373291016,World Affairs,77,Biology 1,82.294998168945313,Physics 1,64.680000305175781,,
2240647,Algebra 1,50.839998245239258,,,English 1 Hon,73.715000152587891,English 2 Hon,80.18499755859375,AP Human Geography,65.954999923706055,Biology 1 Hon,70,,,,
2240650,Algebra 1,62.325000762939453,Geometry (2 hr),54.215000152587891,English 1,60.610000610351563,English 2,49.07499885559082,World Affairs,67.110000610351563,Biology 1,66.385002136230469,Physics 1,55.934999465942383,,
2240651,Algebra 1,67.165000915527344,Geometry (2 hr),75.615001678466797,English 1,72.10999870300293,English 2,85.884998321533203,World Affairs,70.845001220703125,Biology 1,81.880001068115234,Physics 1,76.909999847412109,,
2240654,Algebra 1,71.55999755859375,,,English 1,61.400001525878906,English 1,49.840000152587891,World Affairs,64.30999755859375,Biology 1,78.05999755859375,,,,
2240655,Algebra 1,74.900001525878906,Geometry (2 hr),48.159999847412109,English 1,55.033334255218506,English 2,70.490001678466797,World Affairs,80.010002136230469,Biology 1,80.905002593994141,Physics 1,33.125,,
2240656,Algebra 1,73.755001068115234,Geometry,78.034999847412109,English 1,61.346666971842446,English 2,83.505001068115234,World Affairs,82.365001678466797,Biology 1,89.5,Physics 1,80,Chemistry 1,49.079999923706055
2240659,Algebra 1,62.904998779296875,Geometry (2 hr),73.654998779296875,English 1,53.489999135335289,English 2,78.869998931884766,World Affairs,64.254997253417969,Biology 1,66.299999237060547,Physics,65,,
2240659,Algebra 1,62.904998779296875,Geometry (2 hr),73.654998779296875,English 1,53.489999135335289,English 2,78.869998931884766,World Affairs,64.254997253417969,Biology 1,66.299999237060547,Physics 1,51.594999313354492,,
2240660,Algebra 1,65,Geometry,66.804998397827148,English 1,53.620000839233398,English 1,65,World Affairs,71.360000610351563,Biology 1,70.295001983642578,Physics 1,73.634998321533203,,
2240660,Algebra 1,65,Geometry,66.804998397827148,English 1,53.620000839233398,English 2,95,World Affairs,71.360000610351563,Biology 1,70.295001983642578,Physics 1,73.634998321533203,,
2240662,Algebra 1,48.965000152587891,Geometry,89.325000762939453,English 1,61.909999847412109,English 2,73.344997406005859,World Affairs,79.489997863769531,Biology 1,80.444999694824219,Physics 1,80.310001373291016,,
2240663,Algebra 1,65.204999923706055,Geometry,46.034999847412109,English 1,49.786666870117188,English 2,78.485000610351563,World Affairs,75.009998321533203,Biology 1,75.925003051757813,Physics 1,68.625001907348633,,
2240663,Algebra 1,65.204999923706055,Geometry CR Grading,65,English 1,49.786666870117188,English 2,78.485000610351563,World Affairs,75.009998321533203,Biology 1,75.925003051757813,Physics 1,68.625001907348633,,
2240664,Algebra 1,80.260002136230469,Geometry,94.560001373291016,English 1,86.439998626708984,English 2,78.900001525878906,World Affairs,76.19000244140625,Biology 1,85.915000915527344,Physics 1,88.014999389648438,Chemistry 1,75.255001068115234
2240665,Algebra 1,55.066665649414063,Geometry,46.894998550415039,English 1,69.665000915527344,English 2,83.784999847412109,World Affairs,78.615001678466797,Biology 1,67.139997482299805,Physics 1,60.479999542236328,,
2240665,Algebra 1,55.066665649414063,Geometry CR Grading,65,English 1,69.665000915527344,English 2,83.784999847412109,World Affairs,78.615001678466797,Biology 1,67.139997482299805,Physics 1,60.479999542236328,,
2240668,Algebra 1,53.599998474121094,,,English 1,68.724998474121094,English 2,66.174999237060547,World Affairs,53.083332697550453,Biology 1,67.205001831054688,,,,
2240669,Algebra 1,85.94000244140625,Geometry,89.414997100830078,English 1,95.034999847412109,English 2,95.904998779296875,World Affairs,93.455001831054688,Biology 1,100,Physics 1,88.795001983642578,Chemistry 1,90.360000610351563
2240670,Algebra 1,65.064998626708984,Geometry,37.284999370574951,English 1,62.524999618530273,English 2,27.385000228881836,World Affairs,68.450000762939453,Biology 1,77.189998626708984,Physics 1,41.899999618530273,,
2240671,Algebra 1,88.475002288818359,Geometry,87.180000305175781,English 1,99.404998779296875,English 2,97.114997863769531,AP Human Geography,85.470001220703125,Biology 1 Hon,95.305000305175781,Physics 1 Hon,74.930000305175781,Chemistry 1,81.855003356933594
2240672,Algebra 1,46.690000534057617,Geometry (2 hr),65.924999237060547,English 1,73.845001220703125,English 2,66.920001983642578,World Affairs,70.985000610351563,Biology 1,66.969999313354492,Physics 1,71.759998321533203,,
2240675,Algebra 1,77.275001525878906,Geometry,86.81500244140625,English 1,84.959999084472656,English 2,85.689998626708984,World Affairs,81.960002899169922,Biology 1,92.470001220703125,Physics 1,95,Chemistry 1,81.215000152587891
2240677,Algebra 1,64.885000228881836,Geometry,82.149997711181641,English 1 Hon,42.824999809265137,English 1,65,World Affairs,68.174999237060547,Biology 1,78.039997100830078,Physics 1,59.476666768391929,,
2240677,Algebra 1,64.885000228881836,Geometry,82.149997711181641,English 1 Hon,42.824999809265137,English 2,75,World Affairs,68.174999237060547,Biology 1,78.039997100830078,Physics 1,59.476666768391929,,
2240678,Algebra 1,69.105001449584961,Geometry (2 hr),43.125,English 1,96.370002746582031,English 2,48.27500057220459,World Affairs,78.469997406005859,Biology 1,73.200000762939453,Physics 1,50.996665954589844,,
2240678,Algebra 1,69.105001449584961,Geometry (2 hr),43.125,English 1,96.370002746582031,English 2 CR Grading,65,World Affairs,78.469997406005859,Biology 1,73.200000762939453,Physics 1,50.996665954589844,,
2240679,Algebra 1,67.60999870300293,Geometry (2 hr),71.425003051757813,English 1,78.270000457763672,English 2,69.505001068115234,World Affairs,74.810001373291016,Biology 1,82.389999389648438,Physics 1,52.054998397827148,,
2240680,Algebra 1,49.546667098999023,Geometry,59.729999542236328,English 1 In,42.763333400090538,English 2 In,46.650000095367432,World Affairs In,20.264999777078629,Biology 1 In,54.277499437332153,,,,
2240680,Algebra 1,49.546667098999023,Geometry In,57.729999542236328,English 1 In,42.763333400090538,English 2 In,46.650000095367432,World Affairs In,20.264999777078629,Biology 1 In,54.277499437332153,,,,
2240681,Algebra 1,61.123332977294922,Geometry,91.589996337890625,English 1,79.480003356933594,English 2,92.354999542236328,World Affairs,75.984996795654297,Biology 1,81.989997863769531,Physics 1,90,Chemistry 1,84.895000457763672
2240682,Algebra 1,88.439998626708984,Geometry (2 hr),42.400001525878906,English 1,87.575000762939453,English 2,56.055000305175781,World Affairs,90.044998168945313,Biology 1,87.099998474121094,Physics,65,Chemistry 1,51.930000305175781
2240682,Algebra 1,88.439998626708984,Geometry (2 hr),42.400001525878906,English 1,87.575000762939453,English 2,56.055000305175781,World Affairs,90.044998168945313,Biology 1,87.099998474121094,Physics 1,53.705001831054688,Chemistry 1,51.930000305175781
2240682,Algebra 1,88.439998626708984,Geometry 2HR CR Grading,65,English 1,87.575000762939453,English 2,56.055000305175781,World Affairs,90.044998168945313,Biology 1,87.099998474121094,Physics,65,Chemistry 1,51.930000305175781
2240682,Algebra 1,88.439998626708984,Geometry 2HR CR Grading,65,English 1,87.575000762939453,English 2,56.055000305175781,World Affairs,90.044998168945313,Biology 1,87.099998474121094,Physics 1,53.705001831054688,Chemistry 1,51.930000305175781
2240684,Algebra 1,70.475002288818359,Geometry,85.459999084472656,English 1,90.329998016357422,English 2,91.205001831054688,World Affairs,85.549999237060547,Biology 1,91.755001068115234,Physics 1,79.040000915527344,,
2240685,Algebra 1,77.990001678466797,Geometry,86.825000762939453,English 1,96.310001373291016,English 2,94.700000762939453,World Affairs,96.710002899169922,Biology 1,95.790000915527344,Physics 1,91.324996948242188,Chemistry 1,80.659999847412109
2240686,Algebra 1,33.775000810623169,Geometry,36.815000534057617,English 1,31.420000314712524,English 1,65,World Affairs,70.014999389648438,Biology 1,45.60666767756144,Physics 1,48.129999160766602,,
2240686,Algebra 1,33.775000810623169,Geometry,36.815000534057617,English 1,31.420000314712524,English 2,75,World Affairs,70.014999389648438,Biology 1,45.60666767756144,Physics 1,48.129999160766602,,
2240688,Algebra 1,68.369998931884766,Geometry,44.745000839233398,English 1,86.770000457763672,English 2,79.895000457763672,World Affairs,89.614997863769531,Biology 1,97.455001831054688,Physics 1,70,,
2240689,Algebra 1,27.755000114440918,,,English 1,46.739999771118164,English 1,13.289999961853027,World Affairs,61.694999694824219,Biology 1,71.294998168945313,,,,
2240690,Algebra 1,93.314998626708984,Geometry (2 hr),71.530002593994141,English 1,96.294998168945313,English 2,67.315000534057617,World Affairs,92.614997863769531,Biology 1,96.700000762939453,Physics 1,75.924999237060547,,
2240693,Algebra 1,12.06000018119812,,,English 1,45.464999556541443,English 1,65,World Affairs,71.659999847412109,Biology 1,84.685001373291016,,,,
2240693,Algebra 1,12.06000018119812,,,English 1,45.464999556541443,English 2,75,World Affairs,71.659999847412109,Biology 1,84.685001373291016,,,,
2240695,Algebra 1,77.365001678466797,Geometry,84.740001678466797,English 1,76.825000762939453,English 2,83.819999694824219,World Affairs,82.520000457763672,Biology 1,70,Physics 1,66.610000610351563,Chemistry 1,60.815000534057617
2240696,Algebra 1,94.599998474121094,Geometry,79.475002288818359,English 1,94.715000152587891,English 2,92.840000152587891,World Affairs,92.099998474121094,Biology 1,86.970001220703125,Physics 1,88.319999694824219,,
2240698,Algebra 1,89.305000305175781,Geometry (2 hr),95.755001068115234,English 1,85.994998931884766,English 2,79.860000610351563,World Affairs,80.395000457763672,Biology 1,72.879997253417969,Physics 1,73,Chemistry 1,69.129997253417969
2240699,Algebra 1,8.0499999523162842,,,English 1,15.665000438690186,English 1,65,World Affairs,18.589999675750732,Biology 1,10.099999904632568,,,,
2240701,Algebra 1,59.296667734781899,Geometry,78.639999389648438,English 1,95.909999847412109,English 2,96.975002288818359,World Affairs,79.209999084472656,Biology 1,88.595001220703125,Physics 1,85.459999084472656,Chemistry 1,72.955001831054688
2240702,Algebra 1,89.805000305175781,Geometry,88.545001983642578,English 1 Hon,90.174999237060547,English 2 Hon,88.275001525878906,World Affairs,88.560001373291016,Biology 1,102.65499877929688,Physics 1,84.179996490478516,,
2240703,Algebra 1,97.924999237060547,Geometry Hon,82.389999389648438,English 1 Hon,82,English 2 Hon,90.56500244140625,AP Human Geography,81.159999847412109,Biology 1 Hon,91.509998321533203,Physics 1 Hon,82.529998779296875,Chemistry 1,88.924999237060547
2240704,Algebra 1,3.0599998831748962,,,English 1,10.675000369548798,English 1,65,World Affairs,61.602499961853027,Biology 1,54.43333307902018,,,,
2240706,Algebra 1,42.130001068115234,Geometry,85,English 1,44.003333012262978,English 2,78.670001983642578,World Affairs,61.604999542236328,Biology 1,62.665000915527344,,,,
2240707,Algebra 1,80.139999389648438,Geometry (2 hr),70.974998474121094,English 1,22.345000267028809,English 1,65,World Affairs,77.645000457763672,Biology 1,94.299999237060547,Physics 1,72.404998779296875,,
2240708,Algebra 1,80.209999084472656,Geometry,78.360000610351563,English 1 Hon,84.215000152587891,English 2 Hon,95.275001525878906,AP Human Geography,83.935001373291016,Biology 1 Hon,87.194999694824219,Physics 1 Hon,82.100002288818359,Chemistry 1,83.805000305175781
2240709,Algebra 1,63.665000915527344,Geometry (2 hr),70.875,English 1,36.04500150680542,English 1,65,World Affairs,74.630001068115234,Biology 1,69.084999084472656,Physics 1,71.474998474121094,,
2240709,Algebra 1,63.665000915527344,Geometry (2 hr),70.875,English 1,36.04500150680542,English 2,75,World Affairs,74.630001068115234,Biology 1,69.084999084472656,Physics 1,71.474998474121094,,
2240710,Algebra 1,85.419998168945313,Geometry,83.194999694824219,English 1,99.540000915527344,English 2,94.889999389648438,World Affairs,89.569999694824219,Biology 1,81.539997100830078,Physics 1,93.104999542236328,Chemistry 1,80.400001525878906
